Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count,log_Critic_count,log_Critic_Score,log_Critic_count_is_bad,log_Critic_Score_is_bad,User_Count_is_bad,Small_Publisher,Medium_Publisher,Big_Publisher
Wii,2009.0,Misc,0.41,0.0,0.0,0.03,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2009.0,Misc,0.0,0.06,0.0,0.38,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2011.0,Shooter,0.28,0.12,0.0,0.04,0.44,95.0,4.394449154672439,4.430816798843313,0,0,0,0,0,0
SAT,1996.0,Adventure,0.0,0.0,0.44,0.0,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Action,0.0,0.0,0.44,0.0,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2010.0,Action,0.26,0.12,0.0,0.05,0.44,96.0,4.04305126783455,4.30406509320417,0,0,0,0,0,0
DS,2010.0,Simulation,0.0,0.0,0.44,0.0,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Sports,0.21,0.17,0.0,0.06,0.44,5.0,2.70805020110221,4.290459441148391,0,0,0,0,0,1
PS2,2007.0,Action,0.36,0.01,0.0,0.06,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2008.0,Role-Playing,0.19,0.12,0.07,0.05,0.44,117.0,3.5263605246161616,4.382026634673881,0,0,0,0,0,0
PS3,2009.0,Misc,0.11,0.25,0.0,0.07,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Misc,0.24,0.15,0.0,0.04,0.44,162.22990777338603,1.3862943611198906,4.143134726391533,0,0,1,0,0,0
XB,2002.0,Simulation,0.35,0.07,0.0,0.02,0.44,5.0,3.091042453358316,4.356708826689592,0,0,0,0,0,0
Wii,2010.0,Sports,0.35,0.05,0.0,0.03,0.44,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2004.0,Adventure,0.26,0.1,0.07,0.01,0.43,18.0,2.1972245773362196,4.060443010546419,0,0,0,0,0,0
Wii,2007.0,Platform,0.4,0.0,0.0,0.03,0.43,8.0,1.3862943611198906,4.0943445622221,0,0,0,0,0,0
PS2,2003.0,Action,0.21,0.17,0.0,0.06,0.43,53.0,3.58351893845611,4.290459441148391,0,0,0,0,0,0
X360,2011.0,Racing,0.18,0.21,0.0,0.04,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2009.0,Strategy,0.19,0.07,0.12,0.05,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2012.0,Action,0.19,0.09,0.11,0.05,0.43,152.0,3.7612001156935624,4.060443010546419,0,0,0,0,0,0
DS,2009.0,Misc,0.2,0.19,0.0,0.04,0.43,4.0,2.8903717578961645,4.174387269895637,0,0,0,0,0,0
GBA,2004.0,Racing,0.31,0.12,0.0,0.01,0.43,13.0,2.0794415416798357,4.276666119016055,0,0,0,0,0,0
N64,2001.0,Sports,0.41,0.02,0.0,0.0,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2008.0,Action,0.17,0.0,0.0,0.26,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2006.0,Puzzle,0.16,0.0,0.26,0.01,0.43,162.22990777338603,2.995732273553991,4.23410650459726,0,0,1,0,0,0
PS,2001.0,Shooter,0.24,0.16,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2001.0,Sports,0.32,0.09,0.0,0.02,0.43,11.0,3.091042453358316,4.477336814478207,0,0,0,0,0,0
GBA,2005.0,Simulation,0.31,0.12,0.0,0.01,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
3DS,2011.0,Puzzle,0.2,0.13,0.06,0.03,0.43,28.0,3.4965075614664802,4.30406509320417,0,0,0,1,0,0
XOne,2015.0,Shooter,0.26,0.13,0.0,0.04,0.43,119.0,2.3978952727983707,4.382026634673881,0,0,0,0,0,0
PS4,2014.0,Action,0.16,0.2,0.0,0.07,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS2,2005.0,Action,0.36,0.01,0.0,0.06,0.43,17.0,3.58351893845611,4.219507705176107,0,0,0,0,0,1
SAT,1996.0,Platform,0.0,0.0,0.43,0.0,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2009.0,Action,0.19,0.18,0.0,0.07,0.43,16.0,3.091042453358316,3.7612001156935624,0,0,0,0,1,0
XB,2003.0,Sports,0.4,0.02,0.0,0.02,0.43,19.0,2.5649493574615367,4.477336814478207,0,0,0,0,0,0
PS2,2003.0,Action,0.21,0.17,0.0,0.06,0.43,16.0,1.9459101490553132,3.9318256327243257,0,0,0,0,0,0
3DS,2016.0,Action,0.17,0.13,0.11,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2011.0,Misc,0.0,0.34,0.0,0.1,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2014.0,Fighting,0.15,0.14,0.09,0.06,0.43,100.0,3.258096538021482,4.290459441148391,0,0,0,0,0,0
PS3,2010.0,Action,0.18,0.18,0.0,0.07,0.43,49.0,3.4339872044851463,3.7612001156935624,0,0,0,0,0,1
PS,2001.0,Sports,0.24,0.16,0.0,0.03,0.43,8.0,1.6094379124341003,4.330733340286331,0,0,0,0,0,0
X360,2013.0,Action,0.26,0.13,0.0,0.04,0.43,368.0,3.8918202981106265,4.127134385045092,0,0,0,0,0,0
XOne,2014.0,Action,0.23,0.17,0.0,0.04,0.43,36.0,3.2188758248682006,4.30406509320417,0,0,0,0,0,1
PS3,2014.0,Sports,0.35,0.0,0.0,0.08,0.43,79.0,3.258096538021482,4.394449154672439,0,0,0,1,0,0
X360,2012.0,Action,0.28,0.11,0.01,0.03,0.43,93.0,3.4657359027997265,4.343805421853684,0,0,0,0,0,0
PS3,2010.0,Role-Playing,0.22,0.09,0.07,0.04,0.43,148.0,3.4339872044851463,3.8066624897703196,0,0,0,0,0,0
PS2,2000.0,Shooter,0.21,0.17,0.0,0.06,0.43,40.0,3.1354942159291497,4.394449154672439,0,0,0,0,0,1
2600,1981.0,Action,0.4,0.02,0.0,0.0,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Role-Playing,0.21,0.17,0.0,0.06,0.43,28.0,1.9459101490553132,3.9318256327243257,0,0,0,0,0,0
GBA,2002.0,Platform,0.31,0.11,0.0,0.01,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2003.0,Platform,0.18,0.07,0.17,0.01,0.43,18.0,2.833213344056216,4.394449154672439,0,0,0,0,0,0
DS,2007.0,Misc,0.4,0.0,0.0,0.03,0.43,162.22990777338603,1.9459101490553132,4.290459441148391,0,0,1,0,0,0
SNES,1994.0,Simulation,0.0,0.0,0.43,0.0,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS3,2013.0,Shooter,0.22,0.14,0.0,0.08,0.43,181.0,2.4849066497880004,4.30406509320417,0,0,0,0,0,1
X360,2015.0,Sports,0.27,0.12,0.0,0.04,0.43,25.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PSP,2007.0,Fighting,0.19,0.09,0.08,0.07,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2012.0,Action,0.37,0.0,0.0,0.06,0.43,63.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS2,2009.0,Action,0.15,0.04,0.0,0.24,0.43,6.0,2.1972245773362196,4.1588830833596715,0,0,0,0,0,0
PS2,2003.0,Action,0.21,0.16,0.0,0.06,0.43,16.0,3.295836866004329,4.219507705176107,0,0,0,1,0,0
N64,1997.0,Platform,0.25,0.06,0.07,0.06,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
N64,1998.0,Racing,0.28,0.14,0.0,0.01,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS2,2004.0,Sports,0.36,0.01,0.0,0.06,0.43,5.0,3.6375861597263857,4.2626798770413155,0,0,0,0,0,0
DS,2009.0,Misc,0.39,0.01,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2003.0,Role-Playing,0.21,0.16,0.0,0.05,0.43,33.0,3.091042453358316,4.30406509320417,0,0,0,1,0,0
DS,2010.0,Adventure,0.21,0.06,0.13,0.02,0.43,53.0,3.871201010907891,4.406719247264253,0,0,0,0,0,0
PS,1996.0,Sports,0.1,0.07,0.24,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
3DS,2013.0,Role-Playing,0.23,0.12,0.04,0.04,0.43,24.0,2.6390573296152584,3.8501476017100584,0,0,0,0,1,0
PS3,2012.0,Misc,0.26,0.11,0.0,0.06,0.43,29.0,1.6094379124341003,4.343805421853684,0,0,0,0,0,0
PS2,2001.0,Simulation,0.09,0.07,0.25,0.02,0.43,23.0,2.4849066497880004,4.2626798770413155,0,0,0,0,0,0
PS2,2008.0,Misc,0.21,0.16,0.0,0.05,0.43,6.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
DS,2009.0,Puzzle,0.29,0.11,0.0,0.04,0.43,162.22990777338603,1.9459101490553132,4.219507705176107,0,0,1,0,0,1
PS2,2006.0,Role-Playing,0.07,0.05,0.29,0.02,0.43,11.0,3.295836866004329,4.04305126783455,0,0,0,0,0,1
DS,2005.0,Platform,0.34,0.03,0.03,0.03,0.43,171.0,3.9512437185814275,4.48863636973214,0,0,0,0,0,0
PC,2012.0,Shooter,0.16,0.22,0.0,0.05,0.43,2202.0,3.4011973816621555,4.465908118654584,0,0,0,0,0,0
DS,2010.0,Action,0.25,0.14,0.0,0.04,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2006.0,Role-Playing,0.17,0.01,0.23,0.02,0.43,25.0,3.295836866004329,4.189654742026425,0,0,0,0,0,0
DS,2008.0,Simulation,0.39,0.01,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2010.0,Role-Playing,0.19,0.17,0.0,0.07,0.43,117.0,3.8918202981106265,4.1588830833596715,0,0,0,0,0,0
PS4,2015.0,Action,0.1,0.25,0.02,0.06,0.43,267.0,3.9889840465642745,4.330733340286331,0,0,0,0,1,0
DS,2010.0,Sports,0.4,0.0,0.0,0.02,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2007.0,Simulation,0.39,0.0,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2013.0,Platform,0.19,0.2,0.0,0.04,0.43,217.0,3.5553480614894135,4.499809670330265,0,0,0,0,0,0
GC,2002.0,Sports,0.33,0.09,0.0,0.01,0.43,17.0,2.5649493574615367,4.5217885770490405,0,0,0,0,0,0
GBA,2002.0,Sports,0.31,0.11,0.0,0.01,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2003.0,Misc,0.33,0.08,0.0,0.01,0.43,162.22990777338603,3.091042453358316,4.30406509320417,0,0,1,0,0,1
X360,2008.0,Misc,0.39,0.01,0.0,0.03,0.43,6.0,2.302585092994046,3.970291913552122,0,0,0,0,0,1
Wii,2009.0,Sports,0.4,0.0,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2006.0,Simulation,0.02,0.36,0.0,0.05,0.43,95.0,3.332204510175204,4.382026634673881,0,0,0,0,0,1
PS2,2009.0,Action,0.21,0.16,0.0,0.05,0.43,7.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS,1997.0,Sports,0.24,0.16,0.0,0.03,0.43,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2005.0,Misc,0.21,0.16,0.0,0.05,0.43,6.0,2.8903717578961645,3.828641396489095,0,0,0,0,0,0
Wii,2008.0,Platform,0.35,0.05,0.0,0.03,0.43,16.0,2.5649493574615367,4.248495242049359,0,0,0,0,0,1
DS,2006.0,Action,0.39,0.0,0.0,0.03,0.42,13.0,3.1354942159291497,4.02535169073515,0,0,0,0,0,1
PSP,2011.0,Strategy,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
SAT,1997.0,Role-Playing,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GC,2002.0,Sports,0.33,0.09,0.0,0.01,0.42,7.0,2.70805020110221,4.477336814478207,0,0,0,0,0,0
PS3,2007.0,Action,0.16,0.19,0.0,0.08,0.42,40.0,3.6375861597263857,4.219507705176107,0,0,0,0,0,0
X360,2014.0,Sports,0.15,0.25,0.0,0.03,0.42,93.0,3.367295829986474,4.30406509320417,0,0,0,0,0,0
PS2,2007.0,Platform,0.21,0.16,0.0,0.05,0.42,28.0,2.8903717578961645,3.9889840465642745,0,0,0,0,0,1
PS3,2010.0,Role-Playing,0.12,0.06,0.21,0.03,0.42,109.0,2.9444389791664403,4.30406509320417,0,0,0,0,1,0
GBA,2001.0,Role-Playing,0.14,0.05,0.22,0.01,0.42,24.0,2.302585092994046,4.3694478524670215,0,0,0,0,0,0
PSP,2006.0,Racing,0.11,0.2,0.0,0.12,0.42,6.0,3.1780538303479458,4.174387269895637,0,0,0,0,0,0
PS2,2006.0,Shooter,0.35,0.01,0.0,0.06,0.42,46.0,3.1354942159291497,3.6635616461296463,0,0,0,0,0,1
PS2,2005.0,Sports,0.21,0.16,0.0,0.05,0.42,18.0,3.332204510175204,4.394449154672439,0,0,0,0,0,0
GC,2003.0,Shooter,0.33,0.09,0.0,0.01,0.42,13.0,3.1780538303479458,4.219507705176107,0,0,0,0,0,0
XB,2003.0,Simulation,0.31,0.1,0.0,0.01,0.42,20.0,2.833213344056216,4.430816798843313,0,0,0,0,0,0
PS2,2003.0,Adventure,0.21,0.16,0.0,0.05,0.42,157.0,2.9444389791664403,4.1588830833596715,0,0,0,0,0,0
PS,1999.0,Adventure,0.24,0.16,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SNES,1991.0,Action,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1998.0,Action,0.24,0.16,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2011.0,Misc,0.34,0.05,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GC,2005.0,Sports,0.33,0.08,0.0,0.01,0.42,15.0,3.258096538021482,4.330733340286331,0,0,0,0,0,0
X360,2007.0,Strategy,0.35,0.04,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Shooter,0.19,0.14,0.06,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2008.0,Platform,0.11,0.2,0.0,0.11,0.42,8.0,2.999073846901081,4.209473102829448,1,1,0,0,0,1
DS,2009.0,Action,0.22,0.16,0.0,0.04,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
GBA,2004.0,Platform,0.0,0.0,0.41,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1997.0,Simulation,0.24,0.16,0.0,0.03,0.42,12.0,2.4849066497880004,4.51085950651685,0,0,0,1,0,0
PS2,2003.0,Sports,0.21,0.16,0.0,0.05,0.42,11.0,2.9444389791664403,4.356708826689592,0,0,0,0,0,1
PS,2003.0,Sports,0.23,0.16,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
X360,2015.0,Action,0.25,0.13,0.0,0.04,0.42,5.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PSP,2009.0,Action,0.13,0.19,0.0,0.11,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS,2001.0,Racing,0.23,0.16,0.0,0.03,0.42,10.0,2.0794415416798357,4.23410650459726,0,0,0,0,0,0
PSV,2013.0,Action,0.16,0.17,0.0,0.1,0.42,106.0,3.6375861597263857,4.110873864173311,0,0,0,0,0,1
PS3,2012.0,Simulation,0.21,0.07,0.09,0.05,0.42,42.0,3.295836866004329,4.290459441148391,0,0,0,0,0,0
SAT,1997.0,Role-Playing,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
Wii,2010.0,Sports,0.23,0.15,0.01,0.04,0.42,11.0,2.9444389791664403,4.248495242049359,0,0,0,0,0,0
XB,2004.0,Sports,0.32,0.09,0.0,0.02,0.42,14.0,3.4657359027997265,4.477336814478207,0,0,0,1,0,0
GBA,2005.0,Misc,0.3,0.11,0.0,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2003.0,Racing,0.21,0.16,0.0,0.05,0.42,9.0,1.6094379124341003,4.007333185232471,0,0,0,0,0,0
PS2,2007.0,Action,0.21,0.16,0.0,0.05,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2002.0,Action,0.21,0.16,0.0,0.05,0.42,9.0,3.091042453358316,4.1588830833596715,0,0,0,0,0,0
PS4,2014.0,Racing,0.13,0.22,0.01,0.07,0.42,244.0,3.9318256327243257,4.3694478524670215,0,0,0,0,0,0
PS2,2004.0,Racing,0.35,0.01,0.0,0.06,0.42,13.0,1.3862943611198906,3.8501476017100584,0,0,0,0,1,0
Wii,2009.0,Racing,0.39,0.0,0.0,0.03,0.42,9.0,2.4849066497880004,4.248495242049359,0,0,0,0,0,0
GBA,2004.0,Action,0.3,0.11,0.0,0.01,0.42,162.22990777338603,3.044522437723423,4.0943445622221,0,0,1,0,0,0
X360,2009.0,Misc,0.23,0.15,0.0,0.04,0.42,18.0,4.02535169073515,4.2626798770413155,0,0,0,0,0,0
GBA,2004.0,Platform,0.3,0.11,0.0,0.01,0.42,4.0,2.0794415416798357,4.276666119016055,0,0,0,0,0,0
PS,1998.0,Racing,0.23,0.16,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSV,2011.0,Sports,0.04,0.28,0.01,0.09,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1999.0,Role-Playing,0.0,0.0,0.39,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2011.0,Misc,0.4,0.0,0.0,0.02,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2009.0,Action,0.42,0.0,0.0,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2008.0,Fighting,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2002.0,Racing,0.35,0.05,0.0,0.02,0.42,10.0,2.772588722239781,4.2626798770413155,0,0,0,0,0,0
PS2,2004.0,Sports,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2007.0,Simulation,0.39,0.0,0.0,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2003.0,Action,0.21,0.16,0.0,0.05,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2007.0,Action,0.15,0.17,0.0,0.1,0.42,11.0,1.6094379124341003,4.110873864173311,0,0,0,0,0,1
N64,2001.0,Puzzle,0.34,0.07,0.0,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
N64,1999.0,Sports,0.0,0.0,0.39,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
N64,2000.0,Shooter,0.34,0.07,0.0,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
N64,1998.0,Racing,0.35,0.06,0.0,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
N64,2000.0,Sports,0.34,0.07,0.0,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
GC,2004.0,Shooter,0.32,0.08,0.0,0.01,0.42,25.0,3.713572066704308,4.430816798843313,0,0,0,0,0,0
PSP,2005.0,Sports,0.39,0.0,0.0,0.03,0.42,13.0,2.8903717578961645,4.382026634673881,0,0,0,0,0,0
PS2,2008.0,Sports,0.35,0.01,0.0,0.06,0.42,7.0,2.4849066497880004,4.430816798843313,0,0,0,0,0,0
DS,2006.0,Simulation,0.38,0.01,0.0,0.03,0.42,14.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
XB,2004.0,Simulation,0.32,0.09,0.0,0.02,0.42,7.0,2.772588722239781,4.356708826689592,0,0,0,0,0,0
GC,2004.0,Platform,0.32,0.08,0.0,0.01,0.42,17.0,3.4657359027997265,4.394449154672439,0,0,0,0,0,0
DS,2008.0,Platform,0.38,0.0,0.0,0.03,0.42,8.0,2.4849066497880004,3.8066624897703196,0,0,0,0,0,1
SNES,1995.0,Sports,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2010.0,Action,0.23,0.15,0.0,0.04,0.42,4.0,2.3978952727983707,4.07753744390572,0,0,0,0,0,0
PS2,2008.0,Sports,0.21,0.16,0.0,0.05,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
3DS,2014.0,Simulation,0.0,0.14,0.27,0.01,0.42,54.0,3.6635616461296463,4.330733340286331,0,0,0,0,0,0
DS,2010.0,Misc,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GC,2005.0,Action,0.32,0.08,0.0,0.01,0.42,13.0,2.995732273553991,4.23410650459726,0,0,0,0,0,0
PS2,2007.0,Strategy,0.2,0.16,0.0,0.05,0.42,30.0,2.3978952727983707,4.248495242049359,0,0,0,0,1,0
PS3,2013.0,Action,0.14,0.18,0.03,0.07,0.42,508.0,3.1354942159291497,4.382026634673881,0,0,0,0,1,0
PSP,2010.0,Action,0.39,0.0,0.0,0.03,0.42,5.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS,2001.0,Action,0.14,0.1,0.16,0.03,0.42,44.0,2.6390573296152584,4.174387269895637,0,0,0,0,0,0
PS2,2002.0,Shooter,0.2,0.16,0.0,0.05,0.42,26.0,2.8903717578961645,4.31748811353631,0,0,0,1,0,0
GC,2005.0,Puzzle,0.32,0.08,0.0,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2005.0,Action,0.18,0.14,0.05,0.05,0.42,46.0,3.4011973816621555,4.248495242049359,0,0,0,0,0,0
Wii,2012.0,Sports,0.36,0.03,0.0,0.03,0.42,10.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS,1998.0,Sports,0.02,0.02,0.35,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2009.0,Misc,0.24,0.12,0.0,0.06,0.42,18.0,3.58351893845611,4.31748811353631,0,0,0,0,0,1
GBA,2001.0,Platform,0.3,0.11,0.0,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2006.0,Shooter,0.31,0.09,0.0,0.01,0.42,51.0,4.174387269895637,4.343805421853684,0,0,0,0,0,0
XB,2006.0,Action,0.31,0.09,0.0,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2012.0,Shooter,0.21,0.17,0.0,0.04,0.42,319.0,4.07753744390572,4.330733340286331,0,0,0,0,0,0
WiiU,2016.0,Role-Playing,0.2,0.14,0.05,0.03,0.42,208.0,4.276666119016055,4.31748811353631,0,0,0,0,0,0
DS,2008.0,Role-Playing,0.22,0.02,0.16,0.02,0.42,12.0,3.5553480614894135,4.30406509320417,0,0,0,0,0,1
X360,2010.0,Shooter,0.19,0.16,0.03,0.04,0.42,182.0,4.248495242049359,4.430816798843313,0,0,0,0,0,0
DS,2007.0,Misc,0.39,0.0,0.0,0.03,0.42,12.0,2.999073846901081,4.209473102829448,1,1,0,1,0,0
PS3,2010.0,Action,0.27,0.09,0.0,0.05,0.42,28.0,3.8501476017100584,4.060443010546419,0,0,0,0,0,1
XB,2004.0,Role-Playing,0.31,0.09,0.0,0.01,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2007.0,Action,0.2,0.16,0.0,0.05,0.42,10.0,2.302585092994046,3.9889840465642745,0,0,0,0,0,1
PS,2000.0,Adventure,0.17,0.12,0.1,0.03,0.42,29.0,2.302585092994046,4.330733340286331,0,0,0,0,0,0
PS,1997.0,Fighting,0.16,0.11,0.12,0.03,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2006.0,Simulation,0.36,0.02,0.0,0.03,0.42,53.0,4.060443010546419,4.189654742026425,0,0,0,0,0,0
Wii,2007.0,Adventure,0.18,0.16,0.03,0.04,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Misc,0.2,0.16,0.0,0.05,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2013.0,Action,0.0,0.0,0.42,0.0,0.42,34.0,3.091042453358316,3.828641396489095,0,0,0,1,0,0
PS2,2004.0,Action,0.2,0.16,0.0,0.05,0.42,40.0,3.8501476017100584,4.343805421853684,0,0,0,0,0,1
SAT,1995.0,Fighting,0.0,0.0,0.42,0.0,0.42,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2001.0,Simulation,0.3,0.1,0.0,0.02,0.42,162.22990777338603,3.091042453358316,4.330733340286331,0,0,1,0,1,0
WiiU,2015.0,Misc,0.19,0.11,0.09,0.03,0.41,173.0,2.995732273553991,3.828641396489095,0,0,0,0,0,0
PS2,2003.0,Sports,0.2,0.16,0.0,0.05,0.41,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS2,2003.0,Simulation,0.15,0.12,0.11,0.04,0.41,65.0,3.4965075614664802,4.406719247264253,0,0,0,0,0,0
PS4,2013.0,Misc,0.19,0.16,0.0,0.07,0.41,51.0,1.3862943611198906,4.31748811353631,0,0,0,0,0,0
PS2,2003.0,Misc,0.2,0.16,0.0,0.05,0.41,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2001.0,Adventure,0.3,0.11,0.0,0.01,0.41,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2003.0,Sports,0.2,0.16,0.0,0.05,0.41,6.0,3.2188758248682006,4.174387269895637,0,0,0,0,0,0
X360,2005.0,Action,0.36,0.02,0.0,0.03,0.41,146.0,4.276666119016055,4.394449154672439,0,0,0,0,0,0
GBA,2001.0,Adventure,0.3,0.11,0.0,0.01,0.41,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
