Platform,Year_of_Release,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Count,log_Critic_count,log_Critic_Score,log_Critic_count_is_bad,log_Critic_Score_is_bad,User_Count_is_bad,Small_Publisher,Medium_Publisher,Big_Publisher
PSP,2009.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
X360,2007.0,Sports,0.09,0.0,0.0,0.01,0.1,9.0,2.70805020110221,4.110873864173311,0,0,0,0,0,0
PS3,2011.0,Adventure,0.0,0.08,0.0,0.02,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2011.0,Misc,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2006.0,Action,0.08,0.02,0.0,0.0,0.1,7.0,3.6375861597263857,3.970291913552122,0,0,0,0,0,0
PS2,2002.0,Shooter,0.05,0.04,0.0,0.01,0.1,9.0,3.295836866004329,4.060443010546419,0,0,0,0,1,0
PSP,2013.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2009.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
WiiU,2013.0,Puzzle,0.09,0.0,0.0,0.01,0.1,39.0,2.833213344056216,4.2626798770413155,0,0,0,0,0,1
PS2,2006.0,Platform,0.05,0.04,0.0,0.01,0.1,6.0,2.9444389791664403,3.9512437185814275,0,0,0,0,0,1
XB,2005.0,Shooter,0.08,0.02,0.0,0.0,0.1,8.0,3.1780538303479458,4.127134385045092,0,0,0,1,0,0
GC,2002.0,Action,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.9444389791664403,3.970291913552122,0,0,1,0,0,0
PS2,2005.0,Role-Playing,0.02,0.02,0.05,0.01,0.1,8.0,2.772588722239781,4.060443010546419,0,0,0,0,0,0
DS,2008.0,Sports,0.0,0.1,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2006.0,Action,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2009.0,Simulation,0.08,0.02,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2009.0,Misc,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.0794415416798357,4.189654742026425,0,0,1,0,0,0
PSV,2013.0,Action,0.0,0.01,0.09,0.0,0.1,112.0,2.833213344056216,4.442651256490317,0,0,0,1,0,0
PS2,2009.0,Misc,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2009.0,Adventure,0.0,0.08,0.0,0.02,0.1,77.0,3.713572066704308,4.248495242049359,0,0,0,0,1,0
PS,1996.0,Sports,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GC,2003.0,Platform,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2008.0,Fighting,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2011.0,Misc,0.09,0.01,0.0,0.01,0.1,8.0,2.999073846901081,4.209473102829448,1,1,0,0,0,1
Wii,2009.0,Action,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2009.0,Adventure,0.08,0.01,0.0,0.01,0.1,4.0,2.3978952727983707,3.970291913552122,0,0,0,1,0,0
DS,2009.0,Misc,0.07,0.0,0.02,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
SAT,1995.0,Shooter,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
Wii,2008.0,Simulation,0.06,0.03,0.0,0.01,0.1,5.0,2.4849066497880004,4.174387269895637,0,0,0,0,1,0
DS,2012.0,Action,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GC,2002.0,Sports,0.08,0.02,0.0,0.0,0.1,9.0,3.4339872044851463,4.330733340286331,0,0,0,0,0,0
DS,2007.0,Fighting,0.09,0.0,0.0,0.01,0.1,4.0,3.1354942159291497,4.2626798770413155,0,0,0,0,0,1
3DS,2013.0,Puzzle,0.09,0.0,0.0,0.01,0.1,20.0,1.9459101490553132,4.219507705176107,0,0,0,0,0,1
X360,2009.0,Role-Playing,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS,2000.0,Misc,0.06,0.04,0.0,0.01,0.1,162.22990777338603,1.791759469228055,4.406719247264253,0,0,1,0,0,1
PS,1999.0,Simulation,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,0.1,22.0,2.772588722239781,4.330733340286331,0,0,0,0,0,0
PSV,2011.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
Wii,2008.0,Adventure,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2006.0,Simulation,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2010.0,Sports,0.0,0.09,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2008.0,Role-Playing,0.06,0.0,0.03,0.01,0.1,37.0,2.9444389791664403,3.713572066704308,0,0,0,0,1,0
Wii,2009.0,Action,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
SAT,1996.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GBA,2004.0,Action,0.07,0.03,0.0,0.0,0.1,6.0,2.3978952727983707,3.4965075614664802,0,0,0,0,0,0
PS2,2007.0,Action,0.05,0.04,0.0,0.01,0.1,4.0,2.3978952727983707,4.174387269895637,0,0,0,0,0,0
PSV,2015.0,Action,0.0,0.03,0.07,0.01,0.1,63.0,2.4849066497880004,4.174387269895637,0,0,0,0,0,0
X360,2010.0,Strategy,0.09,0.0,0.0,0.01,0.1,17.0,2.999073846901081,4.209473102829448,1,1,0,1,0,0
DS,2011.0,Platform,0.08,0.01,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
DS,2009.0,Puzzle,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2010.0,Simulation,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
Wii,2010.0,Misc,0.04,0.05,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2002.0,Sports,0.08,0.02,0.0,0.0,0.1,5.0,2.70805020110221,4.382026634673881,0,0,0,0,0,0
XB,2004.0,Fighting,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
X360,2008.0,Sports,0.09,0.0,0.0,0.01,0.1,45.0,3.5553480614894135,3.8918202981106265,0,0,0,0,0,0
DS,2007.0,Role-Playing,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.0794415416798357,4.02535169073515,0,0,1,0,1,0
PC,2010.0,Action,0.08,0.02,0.0,0.01,0.1,33.0,1.6094379124341003,3.6109179126442243,0,0,0,0,0,0
DS,2006.0,Puzzle,0.09,0.0,0.0,0.01,0.1,4.0,1.3862943611198906,3.2188758248682006,0,0,0,0,1,0
PS2,2005.0,Platform,0.05,0.04,0.0,0.01,0.1,11.0,2.1972245773362196,3.8918202981106265,0,0,0,1,0,0
SAT,1997.0,Shooter,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XOne,2015.0,Action,0.07,0.02,0.0,0.01,0.1,106.0,3.091042453358316,4.31748811353631,0,0,0,0,0,0
PC,2014.0,Action,0.0,0.09,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PS,2001.0,Racing,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.3978952727983707,4.219507705176107,0,0,1,0,0,1
PS,1998.0,Action,0.03,0.02,0.04,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
XB,2004.0,Role-Playing,0.08,0.02,0.0,0.0,0.1,4.0,3.912023005428146,4.31748811353631,0,0,0,0,0,0
DS,2007.0,Misc,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2008.0,Shooter,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS2,2004.0,Shooter,0.05,0.04,0.0,0.01,0.1,13.0,3.8501476017100584,4.356708826689592,0,0,0,0,1,0
PS3,2007.0,Sports,0.0,0.1,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2001.0,Strategy,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS4,2015.0,Action,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
N64,1998.0,Action,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
N64,2000.0,Racing,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
N64,1998.0,Racing,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
N64,1998.0,Sports,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
N64,1998.0,Misc,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
N64,2000.0,Platform,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
N64,2001.0,Role-Playing,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
N64,1998.0,Sports,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
N64,1997.0,Fighting,0.08,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
N64,1997.0,Sports,0.0,0.0,0.05,0.05,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1999.0,Fighting,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
DS,2007.0,Adventure,0.09,0.0,0.0,0.01,0.1,6.0,3.2188758248682006,3.7612001156935624,0,0,0,0,0,1
PS3,2015.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2002.0,Platform,0.07,0.03,0.0,0.0,0.1,162.22990777338603,1.3862943611198906,4.0943445622221,0,0,1,0,0,0
DS,2011.0,Action,0.08,0.01,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSP,2010.0,Shooter,0.07,0.02,0.0,0.02,0.1,162.22990777338603,2.70805020110221,3.9889840465642745,0,0,1,0,0,0
X360,2014.0,Action,0.06,0.03,0.0,0.01,0.1,57.0,2.999073846901081,4.209473102829448,1,1,0,0,0,1
PS,2001.0,Action,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2009.0,Sports,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.302585092994046,4.04305126783455,0,0,1,0,1,0
X360,2010.0,Racing,0.08,0.02,0.0,0.01,0.1,16.0,3.8918202981106265,4.1588830833596715,0,0,0,0,1,0
GBA,2003.0,Action,0.07,0.03,0.0,0.0,0.1,8.0,3.044522437723423,4.343805421853684,0,0,0,0,0,0
X360,2006.0,Shooter,0.07,0.01,0.02,0.01,0.1,41.0,4.07753744390572,4.007333185232471,0,0,0,0,0,0
DS,2008.0,Action,0.09,0.0,0.0,0.01,0.1,14.0,2.4849066497880004,4.343805421853684,0,0,0,0,0,0
3DS,2011.0,Misc,0.09,0.0,0.0,0.01,0.1,8.0,1.6094379124341003,4.204692619390966,0,0,0,0,1,0
Wii,2009.0,Misc,0.09,0.0,0.0,0.01,0.1,4.0,1.3862943611198906,3.4657359027997265,0,0,0,0,0,1
PSP,2006.0,Sports,0.09,0.0,0.0,0.01,0.1,7.0,2.833213344056216,4.23410650459726,0,0,0,0,0,1
DC,1999.0,Fighting,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2004.0,Shooter,0.07,0.02,0.0,0.0,0.1,5.0,3.2188758248682006,4.23410650459726,0,0,0,0,0,0
PS2,2001.0,Role-Playing,0.05,0.04,0.0,0.01,0.1,13.0,2.6390573296152584,4.0943445622221,0,0,0,1,0,0
PS,1999.0,Strategy,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS,1997.0,Simulation,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS3,2009.0,Adventure,0.06,0.03,0.0,0.01,0.1,37.0,2.3978952727983707,2.833213344056216,0,0,0,0,0,1
Wii,2010.0,Shooter,0.09,0.0,0.0,0.01,0.1,162.22990777338603,1.791759469228055,3.6635616461296463,0,0,1,0,1,0
Wii,2008.0,Misc,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2003.0,Action,0.07,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2004.0,Shooter,0.07,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2005.0,Simulation,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
X360,2010.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,1.3862943611198906,4.007333185232471,0,0,1,0,0,0
XB,2005.0,Adventure,0.07,0.03,0.0,0.0,0.1,39.0,3.9318256327243257,4.430816798843313,0,0,0,0,0,0
DS,2007.0,Fighting,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2007.0,Misc,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2011.0,Action,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2006.0,Platform,0.07,0.02,0.0,0.0,0.1,162.22990777338603,3.258096538021482,4.110873864173311,0,0,1,0,0,0
PSP,2010.0,Sports,0.09,0.0,0.0,0.01,0.1,5.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
PS3,2007.0,Misc,0.08,0.01,0.0,0.01,0.1,162.22990777338603,1.791759469228055,4.31748811353631,0,0,1,0,0,0
XB,2002.0,Puzzle,0.07,0.02,0.0,0.0,0.1,8.0,2.5649493574615367,3.332204510175204,0,0,0,0,0,1
PS,1994.0,Role-Playing,0.0,0.0,0.09,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2005.0,Sports,0.09,0.0,0.0,0.01,0.1,24.0,3.6109179126442243,4.31748811353631,0,0,0,0,0,0
Wii,2008.0,Racing,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1997.0,Racing,0.06,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
Wii,2011.0,Action,0.07,0.02,0.0,0.01,0.1,15.0,2.302585092994046,3.58351893845611,0,0,0,0,0,0
XB,2005.0,Sports,0.07,0.02,0.0,0.0,0.1,6.0,2.833213344056216,4.406719247264253,0,0,0,0,0,0
DS,2006.0,Role-Playing,0.07,0.0,0.03,0.01,0.1,35.0,3.58351893845611,4.290459441148391,0,0,0,0,1,0
PC,2010.0,Strategy,0.08,0.01,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DC,2000.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
SAT,1995.0,Misc,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2015.0,Sports,0.03,0.06,0.0,0.01,0.1,65.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
XB,2003.0,Misc,0.07,0.02,0.0,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
PSV,2014.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2011.0,Action,0.07,0.02,0.0,0.01,0.1,162.22990777338603,1.3862943611198906,3.9889840465642745,0,0,1,0,0,0
PSP,2008.0,Adventure,0.09,0.0,0.0,0.01,0.1,8.0,2.9444389791664403,4.127134385045092,0,0,0,0,0,0
SNES,1995.0,Racing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2006.0,Racing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSV,2012.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PC,2011.0,Action,0.05,0.04,0.0,0.01,0.1,56.0,2.4849066497880004,3.7612001156935624,0,0,0,0,0,0
DS,2011.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2010.0,Action,0.06,0.03,0.0,0.01,0.1,162.22990777338603,2.3978952727983707,3.8501476017100584,0,0,1,0,0,0
XB,2005.0,Action,0.07,0.02,0.0,0.0,0.1,10.0,2.833213344056216,3.828641396489095,0,0,0,0,0,1
PS2,2008.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS3,2011.0,Misc,0.0,0.08,0.0,0.02,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
Wii,2007.0,Role-Playing,0.08,0.0,0.01,0.01,0.1,14.0,3.4965075614664802,4.174387269895637,0,0,0,0,0,0
Wii,2008.0,Sports,0.09,0.01,0.0,0.01,0.1,10.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
Wii,2007.0,Fighting,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
GC,2001.0,Misc,0.08,0.02,0.0,0.0,0.1,11.0,2.3978952727983707,3.6635616461296463,0,0,0,1,0,0
DS,2009.0,Misc,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSV,2013.0,Adventure,0.04,0.04,0.0,0.02,0.1,87.0,2.772588722239781,4.418840607796598,0,0,0,1,0,0
PS2,2003.0,Platform,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
SAT,1996.0,Fighting,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2010.0,Platform,0.05,0.0,0.03,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS2,2002.0,Sports,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
XB,2004.0,Action,0.07,0.02,0.0,0.0,0.1,6.0,3.044522437723423,4.204692619390966,0,0,0,0,0,0
PSP,2009.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,1.6094379124341003,4.204692619390966,0,0,1,0,0,0
PSP,2011.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
DS,2011.0,Strategy,0.08,0.01,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
GBA,2004.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2010.0,Puzzle,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Adventure,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2008.0,Adventure,0.08,0.01,0.0,0.01,0.1,162.22990777338603,1.3862943611198906,4.219507705176107,0,0,1,1,0,0
PS2,2004.0,Simulation,0.05,0.04,0.0,0.01,0.1,18.0,2.9444389791664403,3.7376696182833684,0,0,0,1,0,0
DS,2009.0,Misc,0.0,0.09,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS,2001.0,Racing,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2009.0,Shooter,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2015.0,Fighting,0.0,0.08,0.0,0.01,0.1,94.0,3.332204510175204,4.2626798770413155,0,0,0,0,0,0
PS4,2016.0,Shooter,0.03,0.05,0.0,0.02,0.1,37.0,3.258096538021482,4.290459441148391,0,0,0,1,0,0
PSP,2009.0,Fighting,0.09,0.0,0.0,0.01,0.1,50.0,2.772588722239781,3.332204510175204,0,0,0,0,0,0
X360,2014.0,Adventure,0.04,0.05,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS4,2015.0,Action,0.0,0.08,0.0,0.01,0.1,50.0,2.5649493574615367,4.290459441148391,0,0,0,0,0,0
Wii,2008.0,Adventure,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSV,2014.0,Adventure,0.07,0.0,0.01,0.02,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
XB,2004.0,Racing,0.07,0.02,0.0,0.0,0.1,162.22990777338603,3.6635616461296463,4.3694478524670215,0,0,1,0,0,0
PS,1996.0,Shooter,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2008.0,Simulation,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PS3,2011.0,Racing,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PSV,2014.0,Adventure,0.05,0.0,0.03,0.02,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,1,0
PS4,2014.0,Role-Playing,0.05,0.02,0.02,0.01,0.1,79.0,3.4339872044851463,3.970291913552122,0,0,0,0,1,0
X360,2012.0,Shooter,0.06,0.03,0.0,0.01,0.1,65.0,3.828641396489095,3.9512437185814275,0,0,0,0,0,0
PS2,2005.0,Action,0.05,0.04,0.0,0.01,0.1,162.22990777338603,3.1354942159291497,3.970291913552122,0,0,1,0,0,0
PS2,2007.0,Racing,0.05,0.04,0.0,0.01,0.1,7.0,3.258096538021482,4.127134385045092,0,0,0,0,0,0
PS3,2012.0,Action,0.04,0.03,0.01,0.01,0.1,22.0,2.9444389791664403,3.970291913552122,0,0,0,0,0,0
X360,2009.0,Misc,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
3DS,2011.0,Action,0.06,0.03,0.0,0.01,0.1,5.0,2.302585092994046,4.007333185232471,0,0,0,0,0,0
PS,1998.0,Racing,0.0,0.0,0.09,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PSP,2006.0,Racing,0.0,0.02,0.07,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2015.0,Sports,0.04,0.05,0.0,0.01,0.1,34.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
SNES,1995.0,Sports,0.0,0.0,0.1,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
3DS,2011.0,Platform,0.05,0.04,0.0,0.01,0.1,14.0,2.70805020110221,3.9318256327243257,0,0,0,0,0,0
GBA,2004.0,Platform,0.0,0.0,0.09,0.0,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
X360,2011.0,Racing,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,1
XB,2002.0,Shooter,0.07,0.02,0.0,0.0,0.1,162.22990777338603,2.5649493574615367,3.9889840465642745,0,0,1,1,0,0
PS,1997.0,Shooter,0.05,0.04,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
PC,2014.0,Racing,0.0,0.09,0.0,0.01,0.1,65.0,2.995732273553991,4.110873864173311,0,0,0,0,0,1
Wii,2008.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2009.0,Puzzle,0.08,0.0,0.0,0.01,0.1,6.0,1.9459101490553132,4.276666119016055,0,0,0,0,1,0
WiiU,2013.0,Strategy,0.05,0.04,0.0,0.01,0.1,17.0,2.999073846901081,4.209473102829448,1,1,0,0,0,0
DS,2009.0,Simulation,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
DS,2009.0,Role-Playing,0.06,0.0,0.03,0.0,0.1,10.0,3.295836866004329,4.143134726391533,0,0,0,0,0,0
DS,2006.0,Action,0.08,0.01,0.0,0.01,0.1,162.22990777338603,2.70805020110221,4.04305126783455,0,0,1,0,0,0
PS2,2007.0,Role-Playing,0.0,0.0,0.1,0.0,0.1,17.0,3.1780538303479458,4.1588830833596715,0,0,0,0,0,0
PS,1996.0,Fighting,0.0,0.0,0.09,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2010.0,Sports,0.09,0.0,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
PS,1998.0,Role-Playing,0.01,0.01,0.07,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,1,0,0
DS,2006.0,Role-Playing,0.09,0.0,0.0,0.01,0.1,27.0,2.0794415416798357,4.2626798770413155,0,0,0,0,0,0
X360,2007.0,Adventure,0.07,0.02,0.0,0.01,0.1,162.22990777338603,2.999073846901081,4.209473102829448,1,1,1,0,0,0
